date,Reactive_Power,Apparent_Power,Weather_Temperature_Celsius,Weather_Relative_Humidity,Global_Horizontal_Radiation,Diffuse_Horizontal_Radiation,Wind_Direction,Weather_Daily_Rainfall,Radiation_Global_Tilted,Radiation_Diffuse_Tilted,Active_Power
2023/12/8 2:05,0.0,0.0,25.36977577,52.29101181,1.264936805,0.928818345,46.95729828,0.0,3.627468109,0.802550673,55.97885895
2023/12/8 2:10,0.0,0.0,25.24977112,53.34100723,1.622630954,1.343169212,47.87951279,0.0,3.457151413,0.688754439,60.26213074
2023/12/8 2:15,0.0,0.0,25.17445755,52.97597122,1.461137056,1.162345886,47.88263702,0.0,3.310528994,0.544758499,54.1913681
2023/12/8 2:20,0.0,0.0,25.42577171,52.81798935,1.092389345,0.783585727,47.54987335,0.0,3.298638821,0.594932318,60.12768173
2023/12/8 2:25,0.0,0.0,25.22114182,52.94026184,1.641894937,1.280330539,47.61515045,0.0,3.646814346,0.827703953,53.02549362
2023/12/8 2:30,0.0,0.0,24.95268822,53.76660156,2.205210924,1.903161287,47.14728928,0.0,3.797054768,0.801395297,58.81641388
2023/12/8 2:35,0.0,0.0,24.87896156,53.38482285,1.811533093,1.568744898,47.07328796,0.0,3.690774918,0.950603843,58.36833954
2023/12/8 2:40,0.0,0.0,24.71780205,54.62202454,1.837689638,1.606580973,48.08356476,0.0,3.496327877,0.737047732,53.43819809
2023/12/8 2:45,0.0,0.0,24.58298874,55.35648727,1.537794948,1.298723459,47.64520264,0.0,3.107144594,0.492216825,59.52309418
2023/12/8 2:50,0.0,0.0,24.52105331,55.62850571,1.596572876,1.21182549,47.70715332,0.0,3.090492249,0.496608764,54.67736435
2023/12/8 2:55,0.0,0.0,24.68731689,55.02583694,1.074705601,0.759868383,46.93867874,0.0,3.107507229,0.48953101,56.64234543
2023/12/8 3:00,0.0,0.0,24.81687355,55.16754532,0.92053932,0.592996836,46.69618225,0.0,3.109495401,0.486804247,59.15452957
2023/12/8 3:05,0.0,0.0,24.80079269,55.78568268,1.169627428,0.886334777,46.7432251,0.0,3.043248415,0.494957626,55.35093689
2023/12/8 3:10,0.0,0.0,24.57738304,56.38323975,1.508545637,1.224589825,46.76270294,0.0,2.79623723,0.462290615,59.36742783
2023/12/8 3:15,0.0,0.0,24.62625504,56.13716888,1.253832579,0.842646241,46.72435379,0.0,2.770957708,0.424815953,58.32789612
2023/12/8 3:20,0.0,0.0,24.55994987,57.22576904,0.951846898,0.724104583,46.79563141,0.0,3.226734877,0.530522883,58.58303452
2023/12/8 3:25,0.0,0.0,24.50610542,57.01768494,1.281990528,1.027564049,46.82056808,0.0,3.241284132,0.521815598,59.91770935
2023/12/8 3:30,0.0,0.0,24.6485405,56.48293304,0.981041193,0.700388491,46.79033661,0.0,3.372841358,0.581630707,53.80991745
2023/12/8 3:35,0.0,0.0,24.62681198,56.70536804,1.119263172,0.862110257,46.7979393,0.0,3.146577835,0.475500822,58.71266937
2023/12/8 3:40,0.0,0.0,24.77565002,56.59302139,0.714848161,0.543245733,46.81808472,0.0,2.788605213,0.330935955,57.21781921
2023/12/8 3:45,0.0,0.0,24.66490746,57.12071991,0.855342209,0.621959686,46.82486725,0.0,2.537203312,0.260428846,55.45003128
2023/12/8 3:50,0.0,0.0,24.82083702,57.30527115,0.648691237,0.529020965,46.76224136,0.0,2.488818407,0.219770923,59.50836563
2023/12/8 3:55,0.0,0.0,25.04068947,57.07074738,0.636817575,0.524424314,46.78063202,0.0,2.451195002,0.246039987,55.58276749
2023/12/8 4:00,0.0,0.0,25.66858482,55.802742,0.348819733,0.518227398,46.7891655,0.0,2.497946978,0.264650822,55.58095169
2023/12/8 4:05,0.0,0.0,25.92630196,55.57665253,0.371028602,0.53102982,46.76725006,0.0,2.327964783,0.227503106,61.19019699
2023/12/8 4:10,0.0,0.0,26.02812958,55.57928467,0.388622791,0.536052346,46.70478821,0.0,2.424215317,0.235415518,59.29587173
2023/12/8 4:15,0.0,0.0,26.14897346,55.22396851,0.415227056,0.541009247,46.83606339,0.0,2.30312562,0.232116461,58.59233093
2023/12/8 4:20,0.0,0.0,26.47753334,53.87454605,0.394307524,0.550577462,46.83950424,0.0,2.117451668,0.210853577,25.69884682
2023/12/8 4:25,0.0,0.0,26.53670692,53.92097855,0.563574314,0.554216444,46.86645508,0.0,2.116575241,0.218322143,19.61803436
2023/12/8 4:30,0.0,0.0,26.30620575,55.50621033,1.060474396,0.756392896,46.90488815,0.0,2.585740566,0.304121733,44.3239212
2023/12/8 4:35,0.0,0.0,26.08943939,56.4824791,1.229126215,0.913518727,46.96721649,0.0,2.925658703,0.420205384,46.3095932
2023/12/8 4:40,0.0,0.0,25.96695137,56.82091904,1.499126554,1.236304879,46.96190643,0.0,3.173508883,0.502717257,47.39388275
2023/12/8 4:45,0.0,0.0,25.79743958,57.19551468,1.623460412,1.312721014,46.99139404,0.0,3.405386686,0.582375824,48.79014969
2023/12/8 4:50,0.0,0.0,25.61646271,57.64704132,1.858133912,1.632692218,47.2815361,0.0,3.537854433,0.779391587,47.39696121
2023/12/8 4:55,0.0,0.0,25.4339962,57.94374847,1.770950675,1.486981273,47.40861511,0.0,3.586107492,0.761583149,45.4342041
2023/12/8 5:00,0.0,0.0,25.39713669,57.69984436,1.448218822,1.226601124,47.32723618,0.0,3.289465666,0.511910379,50.07084656
2023/12/8 5:05,0.0,0.0,25.55340767,57.18716049,1.074051619,0.74655968,47.24626923,0.0,2.959653616,0.400752366,48.57697678
2023/12/8 5:10,0.0,0.0,25.72879791,55.78982162,0.742928624,0.553953469,47.21952057,0.0,2.619786739,0.289733917,47.10577011
